admin1,admin2,admin3,admin4,admin5,admin6,amount
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"064 Academies, universities and other university-level higher education facilities",6495200.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,831 Actions taken towards preparing and editing of Moldova's Encyclopedia,5268700.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,839 Basic and applied research in mathematics,0.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,12087200.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,13582000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"840 Developing competitiveness and sustainable economic growth in the context of a knowledge-based economy, globalization and regional and European integration",1100000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,240 Doctoral degree,3226100.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,829 Expert review of research/development papers,1135900.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,3000000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,207314900.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,244 Master's degree,540700.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,241 Postgraduate degree,2757700.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,828 Research and innovation development coordination services,7453400.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,826 Research ensuring facilities,14147300.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"827 Systems for use of renewable energy, mechatronic devices, industrial and satellite technologies",0.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,10000000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,8800000.0
Central Central,157 Academy of Sciences of Moldova,1731 Andrew Lupan Central Scientific Library of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,826 Research ensuring facilities,185000.0
Central Central,157 Academy of Sciences of Moldova,1714 Botanical Garden Institute of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,1714 Botanical Garden Institute of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,752000.0
Central Central,157 Academy of Sciences of Moldova,1714 Botanical Garden Institute of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,0.0
Central Central,157 Academy of Sciences of Moldova,1714 Botanical Garden Institute of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,3825 Expertize Advisory Council public institution,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,829 Expert review of research/development papers,0.0
Central Central,157 Academy of Sciences of Moldova,3821 Fundamental and applicative research financing center,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,828 Research and innovation development coordination services,0.0
Central Central,157 Academy of Sciences of Moldova,"3895 Genetics, Physiology, and Plants Protection Public Institution of the Academy of Sciences",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,0.0
Central Central,157 Academy of Sciences of Moldova,"3895 Genetics, Physiology, and Plants Protection Public Institution of the Academy of Sciences",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,0.0
Central Central,157 Academy of Sciences of Moldova,"3895 Genetics, Physiology, and Plants Protection Public Institution of the Academy of Sciences",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,3478 Heritage Institute,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,0.0
Central Central,157 Academy of Sciences of Moldova,3478 Heritage Institute,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,600000.0
Central Central,157 Academy of Sciences of Moldova,3469 Institute for European Integration and Political Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,0.0
Central Central,157 Academy of Sciences of Moldova,3469 Institute for European Integration and Political Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,0.0
Central Central,157 Academy of Sciences of Moldova,1722 Institute of Applied Physics,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,1722 Institute of Applied Physics,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,1262900.0
Central Central,157 Academy of Sciences of Moldova,1722 Institute of Applied Physics,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,1705 Institute of Chemistry,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,1705 Institute of Chemistry,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,1970100.0
Central Central,157 Academy of Sciences of Moldova,1705 Institute of Chemistry,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,3472 Institute of Ecology and Geography,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,3472 Institute of Ecology and Geography,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,60000.0
Central Central,157 Academy of Sciences of Moldova,3472 Institute of Ecology and Geography,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,"3477 Institute of Economy, Finance and Statistics",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"840 Developing competitiveness and sustainable economic growth in the context of a knowledge-based economy, globalization and regional and European integration",0.0
Central Central,157 Academy of Sciences of Moldova,"3477 Institute of Economy, Finance and Statistics",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,"3477 Institute of Economy, Finance and Statistics",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,284000.0
Central Central,157 Academy of Sciences of Moldova,"3477 Institute of Economy, Finance and Statistics",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,826 Research ensuring facilities,0.0
Central Central,157 Academy of Sciences of Moldova,"3477 Institute of Economy, Finance and Statistics",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,2631 Institute of Education Sciences,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,979400.0
Central Central,157 Academy of Sciences of Moldova,3470 Institute of Electronics Engineering and Industrial Technologies,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,3470 Institute of Electronics Engineering and Industrial Technologies,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,2779200.0
Central Central,157 Academy of Sciences of Moldova,3470 Institute of Electronics Engineering and Industrial Technologies,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,3473 Institute of Genetics and Plant Physiology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,3801200.0
Central Central,157 Academy of Sciences of Moldova,3468 Institute of Geology and Seismology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,1300000.0
Central Central,157 Academy of Sciences of Moldova,3468 Institute of Geology and Seismology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,"1719 Institute of History, State and Law",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,0.0
Central Central,157 Academy of Sciences of Moldova,"1719 Institute of History, State and Law",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,"1719 Institute of History, State and Law",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,0.0
Central Central,157 Academy of Sciences of Moldova,"1719 Institute of History, State and Law",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,1707 Institute of Mathematics and Computer Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,839 Basic and applied research in mathematics,0.0
Central Central,157 Academy of Sciences of Moldova,1707 Institute of Mathematics and Computer Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,1707 Institute of Mathematics and Computer Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,59400.0
Central Central,157 Academy of Sciences of Moldova,1707 Institute of Mathematics and Computer Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,0.0
Central Central,157 Academy of Sciences of Moldova,1707 Institute of Mathematics and Computer Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,3474 Institute of Microbiology and Biotechnology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,3474 Institute of Microbiology and Biotechnology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,30000.0
Central Central,157 Academy of Sciences of Moldova,3474 Institute of Microbiology and Biotechnology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,"3698 Institute of Pedology, Agrochemistry and Soil Nicolae Dimo",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,1760000.0
Central Central,157 Academy of Sciences of Moldova,"3698 Institute of Pedology, Agrochemistry and Soil Nicolae Dimo",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,3475 Institute of Philology of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,0.0
Central Central,157 Academy of Sciences of Moldova,3475 Institute of Philology of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,3475 Institute of Philology of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,762000.0
Central Central,157 Academy of Sciences of Moldova,1723 Institute of Physiology and Sanocreatology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,0.0
Central Central,157 Academy of Sciences of Moldova,1723 Institute of Physiology and Sanocreatology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,190000.0
Central Central,157 Academy of Sciences of Moldova,3467 Institute of Plant Protection and Ecological Agriculture,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,1100000.0
Central Central,157 Academy of Sciences of Moldova,3700 Institute of Practical Stiitifico phytotechny,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,825 Innovation infrastructures,0.0
Central Central,157 Academy of Sciences of Moldova,3700 Institute of Practical Stiitifico phytotechny,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,6804800.0
Central Central,157 Academy of Sciences of Moldova,3700 Institute of Practical Stiitifico phytotechny,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,1725 Institute of Zoology of Academy of Sciences,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,1725 Institute of Zoology of Academy of Sciences,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,7365000.0
Central Central,157 Academy of Sciences of Moldova,1725 Institute of Zoology of Academy of Sciences,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,3696 Institute practical horticulture science and food technology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,3696 Institute practical horticulture science and food technology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,3850000.0
Central Central,157 Academy of Sciences of Moldova,3696 Institute practical horticulture science and food technology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,241 Postgraduate degree,0.0
Central Central,157 Academy of Sciences of Moldova,3696 Institute practical horticulture science and food technology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,0.0
Central Central,157 Academy of Sciences of Moldova,3696 Institute practical horticulture science and food technology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,0.0
Central Central,157 Academy of Sciences of Moldova,3697 International Projects Centre,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"842 Actions to coordinate the activities of MOST, NCP, and program committees",0.0
Central Central,157 Academy of Sciences of Moldova,3697 International Projects Centre,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,828 Research and innovation development coordination services,149200.0
Central Central,157 Academy of Sciences of Moldova,3640 Luce Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,246 Hostels,1228700.0
Central Central,157 Academy of Sciences of Moldova,3640 Luce Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,338 Lyceums,6017300.0
Central Central,157 Academy of Sciences of Moldova,1219 National Centre for Preventive Medicine,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,1219 National Centre for Preventive Medicine,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,0.0
Central Central,157 Academy of Sciences of Moldova,3366 National Centre for Reproductive Health and Medical Genetics,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,0.0
Central Central,157 Academy of Sciences of Moldova,1463 National Museum of Archaeology and History of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,0.0
Central Central,157 Academy of Sciences of Moldova,1457 National Museum of Ethnography and Natural History,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,0.0
Central Central,157 Academy of Sciences of Moldova,1728 Power Institute,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,0.0
Central Central,157 Academy of Sciences of Moldova,1728 Power Institute,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,359500.0
Central Central,157 Academy of Sciences of Moldova,"3741 Practical Porumbeni Stintifico Center, a branch of the Institute of Crop Production and Applied Stintifico",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,7086300.0
Central Central,157 Academy of Sciences of Moldova,3699 Practical Stiitifico Institute of Biotechnology in animal husbandry and veterinary medicine,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,109900.0
Central Central,157 Academy of Sciences of Moldova,3699 Practical Stiitifico Institute of Biotechnology in animal husbandry and veterinary medicine,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,0.0
Central Central,157 Academy of Sciences of Moldova,0334 State Agency for Innovation and Technology Transfer,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,809 Academica” technological park,0.0
Central Central,157 Academy of Sciences of Moldova,0334 State Agency for Innovation and Technology Transfer,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,825 Innovation infrastructures,0.0
Central Central,157 Academy of Sciences of Moldova,0334 State Agency for Innovation and Technology Transfer,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,828 Research and innovation development coordination services,2795000.0
Central Central,157 Academy of Sciences of Moldova,0334 State Agency for Innovation and Technology Transfer,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,0.0
Central Central,157 Academy of Sciences of Moldova,3665 Wikipedia Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,831 Actions taken towards preparing and editing of Moldova's Encyclopedia,0.0
Central Central,157 Academy of Sciences of Moldova,3665 Wikipedia Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,0.0
Central Central,157 Academy of Sciences of Moldova,3665 Wikipedia Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,0.0
Central Central,157 Academy of Sciences of Moldova,3665 Wikipedia Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,0.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,4931200.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"185 Geodesy, mapping and cadastre measures",1628200.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,288 Land reforms actions,12707000.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,289 Real estate valuation and revaluation,14000000.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,161 Soil fertility enhancement and recovery erosion control works,22000000.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,13800000.0
Central Central,154 Archives State Service,0154 State Archive Service,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,080 Archive facilities,4953000.0
Central Central,154 Archives State Service,0154 State Archive Service,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,1941600.0
Central Central,149 Bureau for Cross-ethnic Relations,0149 Interethnic Relations Bureau,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,2465500.0
Central Central,149 Bureau for Cross-ethnic Relations,0149 Interethnic Relations Bureau,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,091 Other culture/education activities and facilities,250000.0
Central Central,149 Bureau for Cross-ethnic Relations,0149 Interethnic Relations Bureau,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,143800.0
Central Central,297 Center for Economic Crime and Corruption Control,0297 Center for Combating Economic Crimes and Corruption,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,45587900.0
Central Central,297 Center for Economic Crime and Corruption Control,0297 Center for Combating Economic Crimes and Corruption,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,131 Other social support and care actions and facilities,12204700.0
Central Central,297 Center for Economic Crime and Corruption Control,0297 Center for Combating Economic Crimes and Corruption,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,262 Social assistance measures taken for war veterans,0.0
Central Central,297 Center for Economic Crime and Corruption Control,0297 Center for Combating Economic Crimes and Corruption,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,221 Specialty regional office operations,7960400.0
Central Central,257 Center for Human Rights,0257 Center for Human Rights,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,5834400.0
Central Central,257 Center for Human Rights,0257 Center for Human Rights,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,478 Justice reform implementation,291600.0
Central Central,195 Central Election Commission,0195 Central Election Commission,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,286 Central Election Commission operations,12920100.0
Central Central,195 Central Election Commission,0195 Central Election Commission,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,206 Conducting referendums,0.0
Central Central,195 Central Election Commission,0195 Central Election Commission,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,205 Running local public administration authority elections,320100.0
Central Central,195 Central Election Commission,3898 Election Council of Anenii Noi City Electoral District No. 1,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,206 Conducting referendums,0.0
Central Central,195 Central Election Commission,"3882 Election Council of Chetrosu Electoral District No. 5, Anenii Noi",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,205 Running local public administration authority elections,0.0
Central Central,195 Central Election Commission,"3883 Election Council of Manta Electoral District No. 27, Cahul Region",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,205 Running local public administration authority elections,0.0
Central Central,195 Central Election Commission,"3884 Election Council of Mincenii de Jos Electoral District No. 15, Rezina Region",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,205 Running local public administration authority elections,0.0
